"Time","VehicleId","Pos_x","Pos_y","Type","Speed","Lane","Slope","LeaderID","LeaderSpeed","LeaderGap","Acceleration"
"105.00","vehicle_35","-57.16","-1.60","slow_car","3.39","west_right_0","0.00","x","9.93","22.54","0.44"
"105.00","vehicle_36","-1.60","69.19","type5","1.23","north_down_0","0.00","vehicle_33","1.59","3.70","0.08"
"105.00","vehicle_38","-1.60","77.65","type3","0.84","north_down_0","0.00","vehicle_36","1.23","3.45","0.16"
"105.00","vehicle_39","-1.60","85.76","type2","0.59","north_down_0","0.00","vehicle_38","0.84","3.11","0.27"
"105.00","vehicle_43","-1.60","93.67","type5","0.37","north_down_0","0.00","vehicle_39","0.59","2.91","0.11"
"105.00","vehicle_49","-73.99","-1.60","type2","0.28","west_right_0","0.00","vehicle_50","1.22","2.88","0.76"
"105.00","vehicle_50","-66.11","-1.60","type4","1.22","west_right_0","0.00","vehicle_35","3.39","3.95","2.50"
"105.00","vehicle_54","-81.80","-1.60","type4","0.30","west_right_0","0.00","vehicle_49","0.28","2.81","-0.15"
"105.00","vehicle_60","-89.96","-1.60","type2","0.66","west_right_0","0.00","vehicle_54","0.30","3.16","-0.43"
"105.00","x","-29.63","-1.60","obstacle","9.93","west_right_0","0.00","-1","-1","-1","-0.27"
"105.00","y","-1.60","19.85","obstacle","9.96","north_down_0","0.00","-1","-1","-1","0.63"
"105.10","vehicle_15","-1.60","51.37","slow_car","1.95","north_down_0","0.00","y","9.95","27.51","0.39"
"105.10","vehicle_16","-1.60","-46.06","type3","12.47","south_down_0","0.00","-1","-1","-1","-2.00"
"105.10","vehicle_25","-19.17","1.60","type5","9.90","west_left_0","0.00","-1","-1","-1","-0.43"
"105.10","vehicle_33","-1.60","60.33","type3","1.60","north_down_0","0.00","vehicle_15","1.95","3.96","0.14"
"105.10","vehicle_35","-56.82","-1.60","slow_car","3.43","west_right_0","0.00","x","9.93","23.19","0.50"
"105.10","vehicle_36","-1.60","69.07","type5","1.24","north_down_0","0.00","vehicle_33","1.60","3.74","0.15"
"105.10","vehicle_38","-1.60","77.56","type3","0.90","north_down_0","0.00","vehicle_36","1.24","3.49","0.58"
"105.10","vehicle_39","-1.60","85.70","type2","0.61","north_down_0","0.00","vehicle_38","0.90","3.14","0.19"
"105.10","vehicle_43","-1.60","93.63","type5","0.40","north_down_0","0.00","vehicle_39","0.61","2.93","0.27"
"105.10","vehicle_49","-73.96","-1.60","type2","0.37","west_right_0","0.00","vehicle_50","1.40","2.99","0.91"
"105.10","vehicle_50","-65.97","-1.60","type4","1.40","west_right_0","0.00","vehicle_35","3.43","4.15","1.77"
"105.10","vehicle_54","-81.77","-1.60","type4","0.30","west_right_0","0.00","vehicle_49","0.37","2.82","0.00"
"105.10","vehicle_60","-89.89","-1.60","type2","0.64","west_right_0","0.00","vehicle_54","0.30","3.12","-0.28"
"105.10","x","-28.63","-1.60","obstacle","9.93","west_right_0","0.00","-1","-1","-1","-0.00"
"105.10","y","-1.60","18.86","obstacle","9.95","north_down_0","0.00","-1","-1","-1","-0.18"
"105.20","vehicle_15","-1.60","51.17","slow_car","1.99","north_down_0","0.00","y","9.90","28.30","0.35"
"105.20","vehicle_16","-1.60","-47.30","type3","12.37","south_down_0","0.00","-1","-1","-1","-0.97"
"105.20","vehicle_25","-20.16","1.60","type5","9.91","west_left_0","0.00","-1","-1","-1","0.11"
"105.20","vehicle_33","-1.60","60.16","type3","1.68","north_down_0","0.00","vehicle_15","1.99","3.99","0.72"
"105.20","vehicle_35","-56.47","-1.60","slow_car","3.48","west_right_0","0.00","x","9.99","23.84","0.47"
"105.20","vehicle_36","-1.60","68.94","type5","1.26","north_down_0","0.00","vehicle_33","1.68","3.78","0.19"
"105.20","vehicle_38","-1.60","77.47","type3","0.90","north_down_0","0.00","vehicle_36","1.26","3.52","-0.04"
"105.20","vehicle_39","-1.60","85.64","type2","0.62","north_down_0","0.00","vehicle_38","0.90","3.17","0.18"
"105.20","vehicle_43","-1.60","93.59","type5","0.41","north_down_0","0.00","vehicle_39","0.62","2.95","0.17"
"105.20","vehicle_49","-73.91","-1.60","type2","0.48","west_right_0","0.00","vehicle_50","1.64","3.10","1.11"
"105.20","vehicle_50","-65.81","-1.60","type4","1.64","west_right_0","0.00","vehicle_35","3.48","4.33","2.43"
"105.20","vehicle_54","-81.74","-1.60","type4","0.31","west_right_0","0.00","vehicle_49","0.48","2.83","0.09"
"105.20","vehicle_60","-89.83","-1.60","type2","0.61","west_right_0","0.00","vehicle_54","0.31","3.09","-0.30"
"105.20","x","-27.63","-1.60","obstacle","9.99","west_right_0","0.00","-1","-1","-1","0.67"
"105.20","y","-1.60","17.87","obstacle","9.90","north_down_0","0.00","-1","-1","-1","-0.50"
"105.30","vehicle_15","-1.60","50.97","slow_car","2.03","north_down_0","0.00","y","9.95","29.09","0.44"
"105.30","vehicle_16","-1.60","-48.55","type3","12.54","south_down_0","0.00","-1","-1","-1","1.64"
"105.30","vehicle_25","-21.16","1.60","type5","9.99","west_left_0","0.00","-1","-1","-1","0.71"
"105.30","vehicle_33","-1.60","60.00","type3","1.64","north_down_0","0.00","vehicle_15","2.03","4.03","-0.36"
"105.30","vehicle_35","-56.12","-1.60","slow_car","3.52","west_right_0","0.00","x","9.90","24.48","0.39"
"105.30","vehicle_36","-1.60","68.81","type5","1.32","north_down_0","0.00","vehicle_33","1.64","3.81","0.59"
"105.30","vehicle_38","-1.60","77.37","type3","0.97","north_down_0","0.00","vehicle_36","1.32","3.56","0.71"
"105.30","vehicle_39","-1.60","85.57","type2","0.66","north_down_0","0.00","vehicle_38","0.97","3.20","0.40"
"105.30","vehicle_43","-1.60","93.55","type5","0.43","north_down_0","0.00","vehicle_39","0.66","2.98","0.15"
"105.30","vehicle_49","-73.85","-1.60","type2","0.59","west_right_0","0.00","vehicle_50","1.77","3.22","1.12"
"105.30","vehicle_50","-65.63","-1.60","type4","1.77","west_right_0","0.00","vehicle_35","3.52","4.51","1.28"
"105.30","vehicle_54","-81.71","-1.60","type4","0.33","west_right_0","0.00","vehicle_49","0.59","2.86","0.21"
"105.30","vehicle_60","-89.78","-1.60","type2","0.57","west_right_0","0.00","vehicle_54","0.33","3.07","-0.33"
"105.30","x","-26.64","-1.60","obstacle","9.90","west_right_0","0.00","-1","-1","-1","-0.90"
"105.30","y","-1.60","16.87","obstacle","9.95","north_down_0","0.00","-1","-1","-1","0.55"
"105.40","vehicle_15","-1.60","50.76","slow_car","2.06","north_down_0","0.00","y","9.87","29.87","0.30"
"105.40","vehicle_16","-1.60","-49.80","type3","12.55","south_down_0","0.00","-1","-1","-1","0.10"
"105.40","vehicle_25","-22.16","1.60","type5","9.97","west_left_0","0.00","-1","-1","-1","-0.14"
"105.40","vehicle_33","-1.60","59.82","type3","1.75","north_down_0","0.00","vehicle_15","2.06","4.06","1.11"
"105.40","vehicle_35","-55.76","-1.60","slow_car","3.56","west_right_0","0.00","x","9.86","25.11","0.40"
"105.40","vehicle_36","-1.60","68.67","type5","1.37","north_down_0","0.00","vehicle_33","1.75","3.85","0.49"
"105.40","vehicle_38","-1.60","77.27","type3","1.00","north_down_0","0.00","vehicle_36","1.37","3.59","0.35"
"105.40","vehicle_39","-1.60","85.50","type2","0.67","north_down_0","0.00","vehicle_38","1.00","3.23","0.09"
"105.40","vehicle_43","-1.60","93.50","type5","0.46","north_down_0","0.00","vehicle_39","0.67","3.00","0.29"
"105.40","vehicle_49","-73.78","-1.60","type2","0.69","west_right_0","0.00","vehicle_50","1.97","3.35","0.99"
"105.40","vehicle_50","-65.43","-1.60","type4","1.97","west_right_0","0.00","vehicle_35","3.56","4.67","1.99"
"105.40","vehicle_54","-81.67","-1.60","type4","0.35","west_right_0","0.00","vehicle_49","0.69","2.89","0.22"
"105.40","vehicle_60","-89.72","-1.60","type2","0.55","west_right_0","0.00","vehicle_54","0.35","3.05","-0.19"
"105.40","x","-25.66","-1.60","obstacle","9.86","west_right_0","0.00","-1","-1","-1","-0.45"
"105.40","y","-1.60","15.89","obstacle","9.87","north_down_0","0.00","-1","-1","-1","-0.84"
"105.50","vehicle_15","-1.60","50.55","slow_car","2.10","north_down_0","0.00","y","9.95","30.66","0.35"
"105.50","vehicle_16","-1.60","-51.08","type3","12.71","south_down_0","0.00","-1","-1","-1","1.64"
"105.50","vehicle_25","-23.15","1.60","type5","9.92","west_left_0","0.00","-1","-1","-1","-0.55"
"105.50","vehicle_33","-1.60","59.65","type3","1.73","north_down_0","0.00","vehicle_15","2.10","4.10","-0.22"
"105.50","vehicle_35","-55.40","-1.60","slow_car","3.61","west_right_0","0.00","x","9.95","25.74","0.47"
"105.50","vehicle_36","-1.60","68.53","type5","1.45","north_down_0","0.00","vehicle_33","1.73","3.88","0.77"
"105.50","vehicle_38","-1.60","77.17","type3","1.00","north_down_0","0.00","vehicle_36","1.45","3.64","0.03"
"105.50","vehicle_39","-1.60","85.43","type2","0.73","north_down_0","0.00","vehicle_38","1.00","3.26","0.52"
"105.50","vehicle_43","-1.60","93.45","type5","0.48","north_down_0","0.00","vehicle_39","0.73","3.02","0.17"
"105.50","vehicle_49","-73.70","-1.60","type2","0.82","west_right_0","0.00","vehicle_50","2.13","3.48","1.28"
"105.50","vehicle_50","-65.22","-1.60","type4","2.13","west_right_0","0.00","vehicle_35","3.61","4.82","1.66"
"105.50","vehicle_54","-81.63","-1.60","type4","0.39","west_right_0","0.00","vehicle_49","0.82","2.94","0.40"
"105.50","vehicle_60","-89.67","-1.60","type2","0.54","west_right_0","0.00","vehicle_54","0.39","3.03","-0.11"
"105.50","x","-24.66","-1.60","obstacle","9.95","west_right_0","0.00","-1","-1","-1","0.91"
"105.50","y","-1.60","14.89","obstacle","9.95","north_down_0","0.00","-1","-1","-1","0.82"
"105.60","vehicle_15","-1.60","50.34","slow_car","2.12","north_down_0","0.00","y","9.91","31.44","0.26"
"105.60","vehicle_16","-1.60","-52.37","type3","12.97","south_down_0","0.00","-1","-1","-1","2.55"
"105.60","vehicle_25","-24.15","1.60","type5","9.98","west_left_0","0.00","-1","-1","-1","0.64"
"105.60","vehicle_33","-1.60","59.47","type3","1.83","north_down_0","0.00","vehicle_15","2.12","4.13","1.00"
"105.60","vehicle_35","-55.04","-1.60","slow_car","3.64","west_right_0","0.00","x","9.94","26.37","0.32"
"105.60","vehicle_36","-1.60","68.38","type5","1.46","north_down_0","0.00","vehicle_33","1.83","3.92","0.10"
"105.60","vehicle_38","-1.60","77.06","type3","1.07","north_down_0","0.00","vehicle_36","1.46","3.68","0.66"
"105.60","vehicle_39","-1.60","85.36","type2","0.74","north_down_0","0.00","vehicle_38","1.07","3.29","0.19"
"105.60","vehicle_43","-1.60","93.40","type5","0.49","north_down_0","0.00","vehicle_39","0.74","3.05","0.18"
"105.60","vehicle_49","-73.60","-1.60","type2","0.97","west_right_0","0.00","vehicle_50","2.29","3.61","1.52"
"105.60","vehicle_50","-64.99","-1.60","type4","2.29","west_right_0","0.00","vehicle_35","3.64","4.95","1.52"
"105.60","vehicle_54","-81.59","-1.60","type4","0.41","west_right_0","0.00","vehicle_49","0.97","2.99","0.26"
"105.60","vehicle_60","-89.61","-1.60","type2","0.53","west_right_0","0.00","vehicle_54","0.41","3.02","-0.16"
"105.60","x","-23.67","-1.60","obstacle","9.94","west_right_0","0.00","-1","-1","-1","-0.09"
"105.60","y","-1.60","13.90","obstacle","9.91","north_down_0","0.00","-1","-1","-1","-0.37"
"105.70","vehicle_15","-1.60","50.12","slow_car","2.17","north_down_0","0.00","y","9.89","32.21","0.50"
"105.70","vehicle_16","-1.60","-53.65","type3","12.77","south_down_0","0.00","-1","-1","-1","-2.00"
"105.70","vehicle_25","-25.14","1.60","type5","9.93","west_left_0","0.00","-1","-1","-1","-0.48"
"105.70","vehicle_33","-1.60","59.28","type3","1.84","north_down_0","0.00","vehicle_15","2.17","4.16","0.12"
"105.70","vehicle_35","-54.67","-1.60","slow_car","3.68","west_right_0","0.00","x","9.90","26.99","0.42"
"105.70","vehicle_36","-1.60","68.24","type5","1.45","north_down_0","0.00","vehicle_33","1.84","3.96","-0.05"
"105.70","vehicle_38","-1.60","76.95","type3","1.08","north_down_0","0.00","vehicle_36","1.45","3.71","0.12"
"105.70","vehicle_39","-1.60","85.28","type2","0.80","north_down_0","0.00","vehicle_38","1.08","3.32","0.52"
"105.70","vehicle_43","-1.60","93.35","type5","0.53","north_down_0","0.00","vehicle_39","0.80","3.08","0.34"
"105.70","vehicle_49","-73.49","-1.60","type2","1.06","west_right_0","0.00","vehicle_50","2.37","3.74","0.95"
"105.70","vehicle_50","-64.75","-1.60","type4","2.37","west_right_0","0.00","vehicle_35","3.68","5.08","0.86"
"105.70","vehicle_54","-81.55","-1.60","type4","0.47","west_right_0","0.00","vehicle_49","1.06","3.05","0.57"
"105.70","vehicle_60","-89.56","-1.60","type2","0.50","west_right_0","0.00","vehicle_54","0.47","3.02","-0.31"
"105.70","x","-22.68","-1.60","obstacle","9.90","west_right_0","0.00","-1","-1","-1","-0.39"
"105.70","y","-1.60","12.91","obstacle","9.89","north_down_0","0.00","-1","-1","-1","-0.23"
"105.80","vehicle_15","-1.60","49.90","slow_car","2.21","north_down_0","0.00","y","9.99","32.99","0.38"
"105.80","vehicle_16","-1.60","-54.91","type3","12.57","south_down_0","0.00","-1","-1","-1","-2.00"
"105.80","vehicle_25","-26.13","1.60","type5","9.95","west_left_0","0.00","-1","-1","-1","0.16"
"105.80","vehicle_33","-1.60","59.10","type3","1.83","north_down_0","0.00","vehicle_15","2.21","4.20","-0.12"
"105.80","vehicle_35","-54.30","-1.60","slow_car","3.71","west_right_0","0.00","x","9.96","27.62","0.28"
"105.80","vehicle_36","-1.60","68.09","type5","1.49","north_down_0","0.00","vehicle_33","1.83","3.99","0.38"
"105.80","vehicle_38","-1.60","76.84","type3","1.09","north_down_0","0.00","vehicle_36","1.49","3.75","0.12"
"105.80","vehicle_39","-1.60","85.20","type2","0.80","north_down_0","0.00","vehicle_38","1.09","3.35","-0.02"
"105.80","vehicle_43","-1.60","93.30","type5","0.55","north_down_0","0.00","vehicle_39","0.80","3.10","0.24"
"105.80","vehicle_49","-73.38","-1.60","type2","1.16","west_right_0","0.00","vehicle_50","2.46","3.87","0.99"
"105.80","vehicle_50","-64.51","-1.60","type4","2.46","west_right_0","0.00","vehicle_35","3.71","5.21","0.89"
"105.80","vehicle_54","-81.49","-1.60","type4","0.53","west_right_0","0.00","vehicle_49","1.16","3.11","0.61"
"105.80","vehicle_60","-89.51","-1.60","type2","0.51","west_right_0","0.00","vehicle_54","0.53","3.02","0.14"
"105.80","x","-21.68","-1.60","obstacle","9.96","west_right_0","0.00","-1","-1","-1","0.63"
"105.80","y","-1.60","11.91","obstacle","9.99","north_down_0","0.00","-1","-1","-1","0.97"
"105.90","vehicle_15","-1.60","49.68","slow_car","2.26","north_down_0","0.00","y","9.96","33.76","0.44"
"105.90","vehicle_16","-1.60","-56.17","type3","12.61","south_down_0","0.00","-1","-1","-1","0.47"
"105.90","vehicle_25","-27.13","1.60","type5","9.94","west_left_0","0.00","-1","-1","-1","-0.03"
"105.90","vehicle_33","-1.60","58.91","type3","1.88","north_down_0","0.00","vehicle_15","2.26","4.24","0.45"
"105.90","vehicle_35","-53.92","-1.60","slow_car","3.76","west_right_0","0.00","x","9.99","28.24","0.47"
"105.90","vehicle_36","-1.60","67.93","type5","1.59","north_down_0","0.00","vehicle_33","1.88","4.02","0.94"
"105.90","vehicle_38","-1.60","76.73","type3","1.14","north_down_0","0.00","vehicle_36","1.59","3.80","0.51"
"105.90","vehicle_39","-1.60","85.11","type2","0.82","north_down_0","0.00","vehicle_38","1.14","3.38","0.27"
"105.90","vehicle_43","-1.60","93.24","type5","0.57","north_down_0","0.00","vehicle_39","0.82","3.12","0.22"
"105.90","vehicle_49","-73.25","-1.60","type2","1.31","west_right_0","0.00","vehicle_50","2.57","4.00","1.47"
"105.90","vehicle_50","-64.25","-1.60","type4","2.57","west_right_0","0.00","vehicle_35","3.76","5.32","1.12"
"105.90","vehicle_54","-81.43","-1.60","type4","0.61","west_right_0","0.00","vehicle_49","1.31","3.18","0.73"
"105.90","vehicle_60","-89.46","-1.60","type2","0.50","west_right_0","0.00","vehicle_54","0.61","3.03","-0.08"
"105.90","x","-20.68","-1.60","obstacle","9.99","west_right_0","0.00","-1","-1","-1","0.31"
"105.90","y","-1.60","10.92","obstacle","9.96","north_down_0","0.00","-1","-1","-1","-0.23"
"106.00","vehicle_15","-1.60","49.45","slow_car","2.29","north_down_0","0.00","y","9.89","34.52","0.32"
"106.00","vehicle_16","-1.60","-57.46","type3","12.92","south_down_0","0.00","-1","-1","-1","3.10"
"106.00","vehicle_25","-28.12","1.60","type5","9.91","west_left_0","0.00","-1","-1","-1","-0.31"
"106.00","vehicle_33","-1.60","58.72","type3","1.92","north_down_0","0.00","vehicle_15","2.29","4.27","0.40"
"106.00","vehicle_35","-53.54","-1.60","slow_car","3.80","west_right_0","0.00","x","9.90","28.85","0.46"
"106.00","vehicle_36","-1.60","67.77","type5","1.58","north_down_0","0.00","vehicle_33","1.92","4.05","-0.01"
"106.00","vehicle_38","-1.60","76.61","type3","1.18","north_down_0","0.00","vehicle_36","1.58","3.84","0.32"
"106.00","vehicle_39","-1.60","85.03","type2","0.86","north_down_0","0.00","vehicle_38","1.18","3.42","0.38"
"106.00","vehicle_43","-1.60","93.18","type5","0.58","north_down_0","0.00","vehicle_39","0.86","3.15","0.02"
"106.00","vehicle_49","-73.11","-1.60","type2","1.40","west_right_0","0.00","vehicle_50","2.76","4.13","0.87"
"106.00","vehicle_50","-63.97","-1.60","type4","2.76","west_right_0","0.00","vehicle_35","3.80","5.43","1.91"
"106.00","vehicle_54","-81.37","-1.60","type4","0.66","west_right_0","0.00","vehicle_49","1.40","3.26","0.52"
"106.00","vehicle_60","-89.41","-1.60","type2","0.51","west_right_0","0.00","vehicle_54","0.66","3.04","0.07"
"106.00","x","-19.69","-1.60","obstacle","9.90","west_right_0","0.00","-1","-1","-1","-0.97"
"106.00","y","-1.60","9.93","obstacle","9.89","north_down_0","0.00","-1","-1","-1","-0.74"
"106.10","vehicle_15","-1.60","49.21","slow_car","2.33","north_down_0","0.00","y","9.87","35.27","0.40"
"106.10","vehicle_16","-1.60","-58.73","type3","12.72","south_down_0","0.00","-1","-1","-1","-2.00"
"106.10","vehicle_25","-29.12","1.60","type5","9.97","west_left_0","0.00","-1","-1","-1","0.57"
"106.10","vehicle_33","-1.60","58.52","type3","2.01","north_down_0","0.00","vehicle_15","2.33","4.31","0.93"
"106.10","vehicle_35","-53.16","-1.60","slow_car","3.83","west_right_0","0.00","x","9.91","29.46","0.27"
"106.10","vehicle_36","-1.60","67.61","type5","1.64","north_down_0","0.00","vehicle_33","2.01","4.09","0.55"
"106.10","vehicle_38","-1.60","76.49","type3","1.20","north_down_0","0.00","vehicle_36","1.64","3.88","0.19"
"106.10","vehicle_39","-1.60","84.94","type2","0.91","north_down_0","0.00","vehicle_38","1.20","3.44","0.51"
"106.10","vehicle_43","-1.60","93.12","type5","0.62","north_down_0","0.00","vehicle_39","0.91","3.18","0.46"
"106.10","vehicle_49","-72.96","-1.60","type2","1.52","west_right_0","0.00","vehicle_50","2.84","4.27","1.22"
"106.10","vehicle_50","-63.69","-1.60","type4","2.84","west_right_0","0.00","vehicle_35","3.83","5.53","0.80"
"106.10","vehicle_54","-81.29","-1.60","type4","0.74","west_right_0","0.00","vehicle_49","1.52","3.34","0.87"
"106.10","vehicle_60","-89.36","-1.60","type2","0.52","west_right_0","0.00","vehicle_54","0.74","3.07","0.10"
"106.10","x","-18.70","-1.60","obstacle","9.91","west_right_0","0.00","-1","-1","-1","0.14"
"106.10","y","-1.60","8.94","obstacle","9.87","north_down_0","0.00","-1","-1","-1","-0.17"
"106.20","vehicle_15","-1.60","48.98","slow_car","2.36","north_down_0","0.00","y","9.99","36.04","0.37"
"106.20","vehicle_16","-1.60","-60.02","type3","12.92","south_down_0","0.00","-1","-1","-1","1.94"
"106.20","vehicle_25","-30.11","1.60","type5","9.94","west_left_0","0.00","-1","-1","-1","-0.26"
"106.20","vehicle_33","-1.60","58.31","type3","2.06","north_down_0","0.00","vehicle_15","2.36","4.34","0.46"
"106.20","vehicle_35","-52.77","-1.60","slow_car","3.87","west_right_0","0.00","x","9.87","30.06","0.40"
"106.20","vehicle_36","-1.60","67.44","type5","1.64","north_down_0","0.00","vehicle_33","2.06","4.13","0.03"
"106.20","vehicle_38","-1.60","76.37","type3","1.25","north_down_0","0.00","vehicle_36","1.64","3.92","0.58"
"106.20","vehicle_39","-1.60","84.84","type2","0.96","north_down_0","0.00","vehicle_38","1.25","3.47","0.48"
"106.20","vehicle_43","-1.60","93.06","type5","0.63","north_down_0","0.00","vehicle_39","0.96","3.22","0.06"
"106.20","vehicle_49","-72.79","-1.60","type2","1.68","west_right_0","0.00","vehicle_50","2.97","4.40","1.55"
"106.20","vehicle_50","-63.39","-1.60","type4","2.97","west_right_0","0.00","vehicle_35","3.87","5.62","1.22"
"106.20","vehicle_54","-81.21","-1.60","type4","0.82","west_right_0","0.00","vehicle_49","1.68","3.42","0.71"
"106.20","vehicle_60","-89.30","-1.60","type2","0.56","west_right_0","0.00","vehicle_54","0.82","3.09","0.38"
"106.20","x","-17.72","-1.60","obstacle","9.87","west_right_0","0.00","-1","-1","-1","-0.45"
"106.20","y","-1.60","7.94","obstacle","9.99","north_down_0","0.00","-1","-1","-1","1.21"
"106.30","vehicle_15","-1.60","48.74","slow_car","2.41","north_down_0","0.00","vehicle_25","9.91","69.47","0.43"
"106.30","vehicle_16","-1.60","-61.31","type3","12.85","south_down_0","0.00","-1","-1","-1","-0.68"
"106.30","vehicle_25","-31.10","1.60","type5","9.91","west_left_0","0.00","-1","-1","-1","-0.33"
"106.30","vehicle_33","-1.60","58.11","type3","2.01","north_down_0","0.00","vehicle_15","2.41","4.38","-0.48"
"106.30","vehicle_35","-52.38","-1.60","slow_car","3.91","west_right_0","0.00","x","9.89","30.66","0.37"
"106.30","vehicle_36","-1.60","67.27","type5","1.70","north_down_0","0.00","vehicle_33","2.01","4.16","0.55"
"106.30","vehicle_38","-1.60","76.24","type3","1.27","north_down_0","0.00","vehicle_36","1.70","3.97","0.12"
"106.30","vehicle_39","-1.60","84.75","type2","0.95","north_down_0","0.00","vehicle_38","1.27","3.51","-0.09"
"106.30","vehicle_43","-1.60","92.99","type5","0.67","north_down_0","0.00","vehicle_39","0.95","3.24","0.42"
"106.30","vehicle_49","-72.61","-1.60","type2","1.77","west_right_0","0.00","vehicle_50","3.01","4.52","0.95"
"106.30","vehicle_50","-63.09","-1.60","type4","3.01","west_right_0","0.00","vehicle_35","3.91","5.71","0.46"
"106.30","vehicle_54","-81.12","-1.60","type4","0.88","west_right_0","0.00","vehicle_49","1.77","3.51","0.64"
"106.30","vehicle_60","-89.25","-1.60","type2","0.57","west_right_0","0.00","vehicle_54","0.88","3.12","0.10"
"106.30","x","-16.73","-1.60","obstacle","9.89","west_right_0","0.00","-1","-1","-1","0.18"
"106.40","vehicle_15","-1.60","48.49","slow_car","2.44","north_down_0","0.00","vehicle_25","9.91","70.22","0.29"
"106.40","vehicle_16","-1.60","-62.57","type3","12.65","south_down_0","0.00","-1","-1","-1","-2.00"
"106.40","vehicle_25","-32.09","1.60","type5","9.91","west_left_0","0.00","-1","-1","-1","0.01"
"106.40","vehicle_33","-1.60","57.91","type3","2.06","north_down_0","0.00","vehicle_15","2.44","4.41","0.53"
"106.40","vehicle_35","-51.99","-1.60","slow_car","3.95","west_right_0","0.00","x","9.95","31.26","0.39"
"106.40","vehicle_36","-1.60","67.10","type5","1.72","north_down_0","0.00","vehicle_33","2.06","4.20","0.18"
"106.40","vehicle_38","-1.60","76.11","type3","1.30","north_down_0","0.00","vehicle_36","1.72","4.01","0.37"
"106.40","vehicle_39","-1.60","84.65","type2","1.00","north_down_0","0.00","vehicle_38","1.30","3.54","0.51"
"106.40","vehicle_43","-1.60","92.92","type5","0.71","north_down_0","0.00","vehicle_39","1.00","3.27","0.39"
"106.40","vehicle_49","-72.42","-1.60","type2","1.87","west_right_0","0.00","vehicle_50","3.08","4.64","0.99"
"106.40","vehicle_50","-62.78","-1.60","type4","3.08","west_right_0","0.00","vehicle_35","3.95","5.79","0.69"
"106.40","vehicle_54","-81.02","-1.60","type4","1.01","west_right_0","0.00","vehicle_49","1.87","3.60","1.26"
"106.40","vehicle_60","-89.18","-1.60","type2","0.62","west_right_0","0.00","vehicle_54","1.01","3.16","0.50"
"106.40","x","-15.73","-1.60","obstacle","9.95","west_right_0","0.00","-1","-1","-1","0.64"
"106.50","vehicle_15","-1.60","48.24","slow_car","2.49","north_down_0","0.00","vehicle_25","9.90","70.96","0.50"
"106.50","vehicle_16","-1.60","-63.84","type3","12.68","south_down_0","0.00","-1","-1","-1","0.31"
"106.50","vehicle_25","-33.08","1.60","type5","9.90","west_left_0","0.00","-1","-1","-1","-0.10"
"106.50","vehicle_33","-1.60","57.69","type3","2.19","north_down_0","0.00","vehicle_15","2.49","4.44","1.26"
"106.50","vehicle_35","-51.59","-1.60","slow_car","3.98","west_right_0","0.00","x","9.94","31.85","0.37"
"106.50","vehicle_36","-1.60","66.92","type5","1.79","north_down_0","0.00","vehicle_33","2.19","4.24","0.73"
"106.50","vehicle_38","-1.60","75.97","type3","1.36","north_down_0","0.00","vehicle_36","1.79","4.05","0.55"
"106.50","vehicle_39","-1.60","84.55","type2","1.01","north_down_0","0.00","vehicle_38","1.36","3.57","0.05"
"106.50","vehicle_43","-1.60","92.85","type5","0.71","north_down_0","0.00","vehicle_39","1.01","3.30","0.05"
"106.50","vehicle_49","-72.22","-1.60","type2","2.00","west_right_0","0.00","vehicle_50","3.22","4.76","1.34"
"106.50","vehicle_50","-62.46","-1.60","type4","3.22","west_right_0","0.00","vehicle_35","3.98","5.87","1.35"
"106.50","vehicle_54","-80.91","-1.60","type4","1.07","west_right_0","0.00","vehicle_49","2.00","3.69","0.60"
"106.50","vehicle_60","-89.12","-1.60","type2","0.64","west_right_0","0.00","vehicle_54","1.07","3.21","0.18"
"106.50","x","-14.74","-1.60","obstacle","9.94","west_right_0","0.00","-1","-1","-1","-0.11"
"106.60","vehicle_15","-1.60","47.99","slow_car","2.51","north_down_0","0.00","vehicle_25","9.94","71.70","0.27"
"106.60","vehicle_16","-1.60","-65.12","type3","12.78","south_down_0","0.00","-1","-1","-1","0.94"
"106.60","vehicle_25","-34.08","1.60","type5","9.94","west_left_0","0.00","-1","-1","-1","0.35"
"106.60","vehicle_33","-1.60","57.47","type3","2.14","north_down_0","0.00","vehicle_15","2.51","4.48","-0.44"
"106.60","vehicle_35","-51.19","-1.60","slow_car","4.02","west_right_0","0.00","x","10.00","32.45","0.35"
"106.60","vehicle_36","-1.60","66.74","type5","1.81","north_down_0","0.00","vehicle_33","2.14","4.27","0.22"
"106.60","vehicle_38","-1.60","75.83","type3","1.42","north_down_0","0.00","vehicle_36","1.81","4.09","0.60"
"106.60","vehicle_39","-1.60","84.44","type2","1.07","north_down_0","0.00","vehicle_38","1.42","3.61","0.60"
"106.60","vehicle_43","-1.60","92.77","type5","0.76","north_down_0","0.00","vehicle_39","1.07","3.33","0.46"
"106.60","vehicle_49","-72.02","-1.60","type2","2.06","west_right_0","0.00","vehicle_50","3.31","4.89","0.56"
"106.60","vehicle_50","-62.13","-1.60","type4","3.31","west_right_0","0.00","vehicle_35","4.02","5.94","0.95"
"106.60","vehicle_54","-80.80","-1.60","type4","1.19","west_right_0","0.00","vehicle_49","2.06","3.78","1.21"
"106.60","vehicle_60","-89.05","-1.60","type2","0.70","west_right_0","0.00","vehicle_54","1.19","3.26","0.64"
