Time,VehicleId,Pos_x,Pos_y,Angle,Type,Speed,Lane,Slope,Acceleration,LeaderID,LeaderSpeed,LeaderGap
132.9,54,-1.6,-55.64,180,type4,8.57,south_down_0,0,-0.11,36,9.67,11.42
132.9,55,44.17,-1.6,90,type2,15.33,east_right_0,0,0.15,60,14.11,43.71
132.9,57,-1.6,9.01,180,type3,7.61,north_down_0,0,0.07,43,5.66,21.89
132.9,58,-1.6,24.87,180,type2,7.65,north_down_0,0,-2.29,57,7.61,10.86
132.9,60,92.89,-1.6,90,type2,14.11,east_right_0,0,4.48,-1,-1,-1
132.9,61,-1.6,45.85,180,type1,7.8,north_down_0,0,2.33,58,7.65,15.98
132.9,64,-1.6,-39.94,180,type4,8.2,south_down_0,0,3.74,54,8.57,10.7
132.9,68,-1.6,60.9,180,type2,7.27,north_down_0,0,-0.89,61,7.8,10.05
132.9,70,-1.6,79.51,180,type3,5.47,north_down_0,0,-0.01,68,7.27,13.61
133,36,-1.6,-73.04,180,type5,9.86,south_down_0,0,1.83,-1,-1,-1
133,43,-1.6,-18.46,180,type5,5.77,south_down_0,0,1.05,64,8.11,17.3
133,45,-61.9,1.6,270,type4,12.15,west_left_0,0,1.28,-1,-1,-1
133,54,-1.6,-56.5,180,type4,8.59,south_down_0,0,0.25,36,9.86,11.54
133,55,45.73,-1.6,90,type2,15.53,east_right_0,0,1.96,60,13.65,43.52
133,57,-1.6,8.24,180,type3,7.75,north_down_0,0,1.46,43,5.77,21.7
133,58,-1.6,24.09,180,type2,7.8,north_down_0,0,1.57,57,7.75,10.85
133,60,94.25,-1.6,90,type2,13.65,east_right_0,0,-4.61,-1,-1,-1
133,61,-1.6,45.09,180,type1,7.59,north_down_0,0,-2.11,58,7.8,16.01
133,64,-1.6,-40.75,180,type4,8.11,south_down_0,0,-0.85,54,8.59,10.75
133,68,-1.6,60.16,180,type2,7.39,north_down_0,0,1.21,61,7.59,10.07
133,70,-1.6,78.95,180,type3,5.64,north_down_0,0,1.69,68,7.39,13.79
133.1,36,-1.6,-74.04,180,type5,9.93,south_down_0,0,0.79,-1,-1,-1
133.1,43,-1.6,-19.05,180,type5,5.87,south_down_0,0,1.04,64,8,17.51
133.1,45,-63.09,1.6,270,type4,11.91,west_left_0,0,-2.41,-1,-1,-1
133.1,54,-1.6,-57.38,180,type4,8.78,south_down_0,0,1.9,36,9.93,11.66
133.1,55,47.31,-1.6,90,type2,15.82,east_right_0,0,2.88,60,13.72,43.32
133.1,57,-1.6,7.48,180,type3,7.55,north_down_0,0,-2,43,5.87,21.53
133.1,58,-1.6,23.31,180,type2,7.75,north_down_0,0,-0.55,57,7.55,10.83
133.1,60,95.62,-1.6,90,type2,13.72,east_right_0,0,0.76,-1,-1,-1
133.1,61,-1.6,44.35,180,type1,7.45,north_down_0,0,-1.39,58,7.75,16.03
133.1,64,-1.6,-41.56,180,type4,8,south_down_0,0,-1.06,54,8.78,10.82
133.1,68,-1.6,59.43,180,type2,7.35,north_down_0,0,-0.41,61,7.45,10.08
133.1,70,-1.6,78.38,180,type3,5.7,north_down_0,0,0.64,68,7.35,13.95
133.2,36,-1.6,-75.03,180,type5,9.95,south_down_0,0,0.18,-1,-1,-1
133.2,43,-1.6,-19.64,180,type5,5.98,south_down_0,0,1.09,64,8.23,17.73
133.2,45,-64.33,1.6,270,type4,12.39,west_left_0,0,4.79,-1,-1,-1
133.2,54,-1.6,-58.26,180,type4,8.77,south_down_0,0,-0.09,36,9.95,11.78
133.2,55,48.89,-1.6,90,type2,15.86,east_right_0,0,0.44,60,13.43,43.07
133.2,57,-1.6,6.7,180,type3,7.79,:intersection_1_0,0,2.43,43,5.98,21.35
133.2,58,-1.6,22.53,180,type2,7.79,north_down_0,0,0.45,57,7.79,10.83
133.2,60,96.97,-1.6,90,type2,13.43,east_right_0,0,-2.92,-1,-1,-1
133.2,61,-1.6,43.6,180,type1,7.44,north_down_0,0,-0.08,58,7.79,16.07
133.2,64,-1.6,-42.38,180,type4,8.23,south_down_0,0,2.29,54,8.77,10.88
133.2,68,-1.6,58.68,180,type2,7.5,north_down_0,0,1.51,61,7.44,10.07
133.2,70,-1.6,77.8,180,type3,5.72,north_down_0,0,0.17,68,7.5,14.13
133.3,36,-1.6,-76.03,180,type5,9.93,south_down_0,0,-0.18,-1,-1,-1
133.3,43,-1.6,-20.25,180,type5,6.1,south_down_0,0,1.19,64,8.01,17.93
133.3,45,-65.55,1.6,270,type4,12.21,west_left_0,0,-1.79,-1,-1,-1
133.3,54,-1.6,-59.18,180,type4,9.24,south_down_0,0,4.69,36,9.93,11.84
133.3,55,50.43,-1.6,90,type2,15.32,east_right_0,0,-5.39,60,13.88,42.93
133.3,57,-1.6,5.92,180,type3,7.84,:intersection_1_0,0,0.49,43,6.1,21.17
133.3,58,-1.6,21.76,180,type2,7.72,north_down_0,0,-0.71,57,7.84,10.84
133.3,60,98.35,-1.6,90,type2,13.88,east_right_0,0,4.49,-1,-1,-1
133.3,61,-1.6,42.84,180,type1,7.65,north_down_0,0,2.06,58,7.72,16.08
133.3,64,-1.6,-43.18,180,type4,8.01,south_down_0,0,-2.26,54,9.24,11
133.3,68,-1.6,57.95,180,type2,7.23,north_down_0,0,-2.64,61,7.65,10.11
133.3,70,-1.6,77.25,180,type3,5.56,north_down_0,0,-1.52,68,7.23,14.3
133.4,36,-1.6,-77.02,180,type5,9.92,south_down_0,0,-0.14,-1,-1,-1
133.4,43,-1.6,-20.88,180,type5,6.24,south_down_0,0,1.4,64,8.25,18.13
133.4,45,-66.78,1.6,270,type4,12.34,west_left_0,0,1.23,-1,-1,-1
133.4,54,-1.6,-60.09,180,type4,9.11,south_down_0,0,-1.34,36,9.92,11.93
133.4,55,52,-1.6,90,type2,15.7,east_right_0,0,3.72,60,13.58,42.72
133.4,57,-1.6,5.15,180,type3,7.64,:intersection_1_0,0,-2,43,6.24,21.03
133.4,58,-1.6,20.99,180,type2,7.74,north_down_0,0,0.22,57,7.64,10.83
133.4,60,99.71,-1.6,90,type2,13.58,east_right_0,0,-2.95,-1,-1,-1
133.4,61,-1.6,42.08,180,type1,7.58,north_down_0,0,-0.73,58,7.74,16.09
133.4,64,-1.6,-44,180,type4,8.25,south_down_0,0,2.45,54,9.11,11.09
133.4,68,-1.6,57.19,180,type2,7.61,north_down_0,0,3.72,61,7.58,10.11
133.4,70,-1.6,76.68,180,type3,5.67,north_down_0,0,1.07,68,7.61,14.49
133.5,36,-1.6,-78.02,180,type5,9.99,south_down_0,0,0.67,-1,-1,-1
133.5,43,-1.6,-21.51,180,type5,6.36,south_down_0,0,1.23,64,8.54,18.34
133.5,45,-68,1.6,270,type4,12.2,west_left_0,0,-1.39,-1,-1,-1
133.5,54,-1.6,-61.01,180,type4,9.17,south_down_0,0,0.62,36,9.99,12.01
133.5,55,53.53,-1.6,90,type2,15.37,east_right_0,0,-3.27,-1,-1,-1
133.5,57,-1.6,4.39,180,type3,7.66,:intersection_1_0,0,0.18,43,6.36,20.9
133.5,58,-1.6,20.21,180,type2,7.79,north_down_0,0,0.5,57,7.66,10.82
133.5,61,-1.6,41.33,180,type1,7.54,north_down_0,0,-0.37,58,7.79,16.12
133.5,64,-1.6,-44.86,180,type4,8.54,south_down_0,0,2.9,54,9.17,11.15
133.5,68,-1.6,56.46,180,type2,7.29,north_down_0,0,-3.16,61,7.54,10.14
133.5,70,-1.6,76.11,180,type3,5.75,north_down_0,0,0.76,68,7.29,14.64
133.6,36,-1.6,-79.01,180,type5,9.97,south_down_0,0,-0.14,-1,-1,-1
133.6,43,-1.6,-22.17,180,type5,6.54,south_down_0,0,1.75,64,8.49,18.54
133.6,45,-69.22,1.6,270,type4,12.13,west_left_0,0,-0.66,-1,-1,-1
133.6,54,-1.6,-61.94,180,type4,9.28,south_down_0,0,1.06,36,9.97,12.08
133.6,55,55.07,-1.6,90,type2,15.42,east_right_0,0,0.56,-1,-1,-1
133.6,57,-1.6,3.62,180,type3,7.64,:intersection_1_0,0,-0.18,43,6.54,20.79
133.6,58,-1.6,19.41,180,type2,7.99,north_down_0,0,1.98,57,7.64,10.78
133.6,61,-1.6,40.57,180,type1,7.55,north_down_0,0,0.14,58,7.99,16.16
133.6,64,-1.6,-45.71,180,type4,8.49,south_down_0,0,-0.49,54,9.28,11.23
133.6,68,-1.6,55.72,180,type2,7.39,north_down_0,0,1.01,61,7.55,10.15
133.6,70,-1.6,75.52,180,type3,5.88,north_down_0,0,1.35,68,7.39,14.79
133.7,36,-1.6,-80.01,180,type5,9.99,south_down_0,0,0.18,-1,-1,-1
133.7,43,-1.6,-22.84,180,type5,6.69,south_down_0,0,1.49,64,8.52,18.72
133.7,45,-70.41,1.6,270,type4,11.93,west_left_0,0,-1.98,-1,-1,-1
133.7,54,-1.6,-62.89,180,type4,9.57,south_down_0,0,2.93,36,9.99,12.12
133.7,55,56.63,-1.6,90,type2,15.58,east_right_0,0,1.52,-1,-1,-1
133.7,57,-1.6,2.84,180,type3,7.84,:intersection_1_0,0,1.95,43,6.69,20.68
133.7,58,-1.6,18.62,180,type2,7.87,north_down_0,0,-1.23,57,7.84,10.78
133.7,61,-1.6,39.82,180,type1,7.54,north_down_0,0,-0.12,58,7.87,16.2
133.7,64,-1.6,-46.56,180,type4,8.52,south_down_0,0,0.28,54,9.57,11.33
133.7,68,-1.6,54.98,180,type2,7.48,north_down_0,0,0.85,61,7.54,10.16
133.7,70,-1.6,74.93,180,type3,5.9,north_down_0,0,0.17,68,7.48,14.95
133.8,36,-1.6,-81,180,type5,9.91,south_down_0,0,-0.85,-1,-1,-1
133.8,43,-1.6,-23.52,180,type5,6.85,south_down_0,0,1.62,64,8.85,18.92
133.8,45,-71.6,1.6,270,type4,11.93,west_left_0,0,0.01,-1,-1,-1
133.8,54,-1.6,-63.81,180,type4,9.2,south_down_0,0,-3.66,36,9.91,12.19
133.8,55,58.16,-1.6,90,type2,15.24,east_right_0,0,-3.34,-1,-1,-1
133.8,57,-1.6,2.07,180,type3,7.66,:intersection_1_0,0,-1.75,43,6.85,20.6
133.8,58,-1.6,17.85,180,type2,7.74,north_down_0,0,-1.31,45,11.93,79.08
133.8,61,-1.6,39.06,180,type1,7.6,north_down_0,0,0.64,58,7.74,16.21
133.8,64,-1.6,-47.45,180,type4,8.85,south_down_0,0,3.33,54,9.2,11.37
133.8,68,-1.6,54.24,180,type2,7.36,north_down_0,0,-1.17,61,7.6,10.18
133.8,70,-1.6,74.33,180,type3,5.96,north_down_0,0,0.57,68,7.36,15.09
133.9,36,-1.6,-82,180,type5,9.93,south_down_0,0,0.26,-1,-1,-1
133.9,43,-1.6,-24.22,180,type5,7.02,south_down_0,0,1.66,64,8.71,19.09
133.9,45,-72.81,1.6,270,type4,12.11,west_left_0,0,1.72,-1,-1,-1
133.9,54,-1.6,-64.77,180,type4,9.53,south_down_0,0,3.25,36,9.93,12.23
133.9,55,59.69,-1.6,90,type2,15.33,east_right_0,0,0.91,-1,-1,-1
133.9,57,-1.6,1.27,180,type3,8,:intersection_1_0,0,3.33,43,7.02,20.5
133.9,58,-1.6,16.72,180,type2,11.27,north_down_0,0,35.3,45,12.11,79.16
133.9,61,-1.6,38.3,180,type1,7.56,north_down_0,0,-0.49,58,11.27,16.58
133.9,64,-1.6,-48.32,180,type4,8.71,south_down_0,0,-1.4,54,9.53,11.45
133.9,68,-1.6,53.49,180,type2,7.55,north_down_0,0,1.86,61,7.56,10.18
133.9,70,-1.6,73.73,180,type3,6.04,north_down_0,0,0.79,68,7.55,15.24
134,36,-1.6,-82.99,180,type5,9.98,south_down_0,0,0.47,-1,-1,-1
134,43,-1.6,-24.94,180,type5,7.16,south_down_0,0,1.39,64,8.79,19.26
134,45,-74.04,1.6,270,type4,12.28,west_left_0,0,1.8,-1,-1,-1
134,54,-1.6,-65.73,180,type4,9.68,south_down_0,0,1.53,36,9.98,12.26
134,55,61.21,-1.6,90,type2,15.16,east_right_0,0,-1.73,-1,-1,-1
134,57,-1.6,0.47,180,type3,8.02,:intersection_1_0,0,0.24,43,7.16,20.41
134,58,-1.6,15.23,180,type2,14.92,north_down_0,0,36.48,45,12.28,78.9
134,61,-1.6,37.43,180,type1,8.68,north_down_0,0,11.21,58,14.92,17.21
134,64,-1.6,-49.2,180,type4,8.79,south_down_0,0,0.76,54,9.68,11.54
134,68,-1.6,52.74,180,type2,7.48,north_down_0,0,-0.62,61,8.68,10.3
134,70,-1.6,73.13,180,type3,5.96,north_down_0,0,-0.76,68,7.48,15.4
134.1,36,-1.6,-83.99,180,type5,9.94,south_down_0,0,-0.43,-1,-1,-1
134.1,43,-1.6,-25.67,180,type5,7.28,south_down_0,0,1.23,64,8.7,19.4
134.1,45,-75.23,1.6,270,type4,11.9,west_left_0,0,-3.85,-1,-1,-1
134.1,54,-1.6,-66.69,180,type4,9.53,south_down_0,0,-1.48,36,9.94,12.3
134.1,55,62.77,-1.6,90,type2,15.65,east_right_0,0,4.94,-1,-1,-1
134.1,57,-1.6,-0.32,180,type3,7.94,:intersection_1_0,0,-0.82,43,7.28,20.34
134.1,58,-1.6,13.78,180,type2,14.49,north_down_0,0,-4.28,45,11.9,78.64
134.1,61,-1.6,36.44,180,type1,9.93,north_down_0,0,12.56,58,14.49,17.66
134.1,64,-1.6,-50.07,180,type4,8.7,south_down_0,0,-0.92,54,9.53,11.62
134.1,68,-1.6,51.94,180,type2,8.01,north_down_0,0,5.22,61,9.93,10.5
134.1,70,-1.6,72.53,180,type3,6.01,north_down_0,0,0.5,68,8.01,15.6
134.2,36,-1.6,-84.98,180,type5,9.92,south_down_0,0,-0.13,-1,-1,-1
134.2,43,-1.6,-26.41,180,type5,7.45,south_down_0,0,1.71,64,8.79,19.53
134.2,45,-76.45,1.6,270,type4,12.13,west_left_0,0,2.33,-1,-1,-1
134.2,54,-1.6,-67.65,180,type4,9.59,south_down_0,0,0.57,36,9.92,12.33
134.2,55,64.31,-1.6,90,type2,15.37,east_right_0,0,-2.89,-1,-1,-1
134.2,57,-1.6,-1.11,180,type3,7.91,:intersection_1_0,0,-0.29,43,7.45,20.3
134.2,58,-1.6,12.33,180,type2,14.53,north_down_0,0,0.43,45,12.13,78.4
134.2,61,-1.6,35.46,180,type1,9.79,north_down_0,0,-1.39,58,14.53,18.14
134.2,64,-1.6,-50.95,180,type4,8.79,south_down_0,0,0.94,54,9.59,11.7
134.2,68,-1.6,51.08,180,type2,8.59,north_down_0,0,5.89,61,9.79,10.62
134.2,70,-1.6,71.93,180,type3,6,north_down_0,0,-0.13,68,8.59,15.86
134.3,36,-1.6,-85.97,180,type5,9.94,south_down_0,0,0.21,-1,-1,-1
134.3,43,-1.6,-27.17,180,type5,7.59,south_down_0,0,1.41,64,9,19.67
134.3,45,-77.68,1.6,270,type4,12.35,west_left_0,0,2.18,-1,-1,-1
134.3,54,-1.6,-68.59,180,type4,9.39,south_down_0,0,-2.05,36,9.94,12.39
134.3,55,65.87,-1.6,90,type2,15.67,east_right_0,0,3.01,-1,-1,-1
134.3,57,-1.6,-1.9,180,type3,7.9,:intersection_1_0,0,-0.07,43,7.59,20.27
134.3,58,-1.6,10.83,180,type2,14.93,north_down_0,0,4,45,12.35,78.14
134.3,61,-1.6,34.43,180,type1,10.35,north_down_0,0,5.54,58,14.93,18.59
134.3,64,-1.6,-51.85,180,type4,9,south_down_0,0,2.1,54,9.39,11.74
134.3,68,-1.6,50.2,180,type2,8.78,north_down_0,0,1.84,61,10.35,10.77
134.3,70,-1.6,71.31,180,type3,6.19,north_down_0,0,1.94,68,8.78,16.11
134.4,36,-1.6,-86.97,180,type5,9.97,south_down_0,0,0.31,-1,-1,-1
134.4,43,-1.6,-27.95,180,type5,7.76,south_down_0,0,1.72,64,9.2,19.82
134.4,45,-78.89,1.6,270,type4,12.06,west_left_0,0,-2.95,-1,-1,-1
134.4,54,-1.6,-69.53,180,type4,9.41,south_down_0,0,0.25,36,9.97,12.44
134.4,55,67.46,-1.6,90,type2,15.83,east_right_0,0,1.68,-1,-1,-1
134.4,57,-1.6,-2.72,180,type3,8.12,:intersection_1_0,0,2.21,43,7.76,20.23
134.4,58,-1.6,9.34,180,type2,14.97,north_down_0,0,0.42,45,12.06,77.85
134.4,61,-1.6,33.36,180,type1,10.64,north_down_0,0,2.89,58,14.97,19.03
134.4,64,-1.6,-52.77,180,type4,9.2,south_down_0,0,1.97,54,9.41,11.76
134.4,68,-1.6,49.29,180,type2,9.1,north_down_0,0,3.23,61,10.64,10.93
134.4,70,-1.6,70.68,180,type3,6.29,north_down_0,0,1.02,68,9.1,16.39
134.5,36,-1.6,-87.97,180,type5,9.94,south_down_0,0,-0.34,-1,-1,-1
134.5,43,-1.6,-28.73,180,type5,7.87,south_down_0,0,1.08,64,9.22,19.95
134.5,45,-80.11,1.6,270,type4,12.26,west_left_0,0,2.08,-1,-1,-1
134.5,54,-1.6,-70.51,180,type4,9.84,south_down_0,0,4.29,36,9.94,12.45
134.5,55,69,-1.6,90,type2,15.46,east_right_0,0,-3.75,-1,-1,-1
134.5,57,-1.6,-3.53,180,type3,8.09,:intersection_1_0,0,-0.33,43,7.87,20.21
134.5,58,-1.6,7.86,180,type2,14.72,north_down_0,0,-2.52,45,12.26,77.61
134.5,61,-1.6,32.32,180,type1,10.47,north_down_0,0,-1.64,58,14.72,19.45
134.5,64,-1.6,-53.69,180,type4,9.22,south_down_0,0,0.17,54,9.84,11.82
134.5,68,-1.6,48.36,180,type2,9.25,north_down_0,0,1.45,61,10.47,11.05
134.5,70,-1.6,70.02,180,type3,6.62,north_down_0,0,3.25,68,9.25,16.66
134.6,36,-1.6,-88.96,180,type5,9.98,south_down_0,0,0.35,-1,-1,-1
134.6,43,-1.6,-29.54,180,type5,8.02,south_down_0,0,1.46,64,9.32,20.08
134.6,45,-81.33,1.6,270,type4,12.14,west_left_0,0,-1.24,-1,-1,-1
134.6,54,-1.6,-71.48,180,type4,9.73,south_down_0,0,-1.1,36,9.98,12.48
134.6,55,70.58,-1.6,90,type2,15.76,east_right_0,0,2.98,-1,-1,-1
134.6,57,-1.6,-4.34,180,type3,8.15,:intersection_1_0,0,0.61,43,8.02,20.2
134.6,58,-1.72,6.38,181.35,type2,14.95,:intersection_0_0,0,2.26,45,12.14,77.33
134.6,61,-1.6,31.28,180,type1,10.38,north_down_0,0,-0.92,58,14.95,19.91
134.6,64,-1.6,-54.62,180,type4,9.32,south_down_0,0,1.08,54,9.73,11.86
134.6,68,-1.6,47.43,180,type2,9.39,north_down_0,0,1.43,61,10.38,11.15
134.6,70,-1.6,69.35,180,type3,6.7,north_down_0,0,0.86,68,9.39,16.93
134.7,36,-1.6,-89.96,180,type5,9.96,south_down_0,0,-0.2,-1,-1,-1
134.7,43,-1.6,-30.36,180,type5,8.19,south_down_0,0,1.79,64,9.09,20.17
134.7,45,-82.52,1.6,270,type4,11.89,west_left_0,0,-2.48,-1,-1,-1
134.7,54,-1.6,-72.45,180,type4,9.62,south_down_0,0,-1.07,36,9.96,12.51
134.7,55,72.16,-1.6,90,type2,15.84,east_right_0,0,0.82,-1,-1,-1
134.7,57,-1.6,-5.17,180,type3,8.25,:intersection_1_0,0,0.99,43,8.19,20.19
134.7,58,-1.92,4.94,183.72,type2,14.55,:intersection_0_0,0,-3.95,45,11.89,77.06
134.7,61,-1.6,30.22,180,type1,10.61,north_down_0,0,2.31,58,14.55,20.3
134.7,64,-1.6,-55.53,180,type4,9.09,south_down_0,0,-2.34,54,9.62,11.92
134.7,68,-1.6,46.52,180,type2,9.06,north_down_0,0,-3.26,61,10.61,11.3
134.7,70,-1.6,68.68,180,type3,6.67,north_down_0,0,-0.29,68,9.06,17.17
134.8,36,-1.6,-90.96,180,type5,9.99,south_down_0,0,0.31,-1,-1,-1
134.8,43,-1.6,-31.19,180,type5,8.34,south_down_0,0,1.49,64,9.41,20.28
134.8,45,-83.76,1.6,270,type4,12.41,west_left_0,0,5.21,-1,-1,-1
134.8,54,-1.6,-73.4,180,type4,9.53,south_down_0,0,-0.91,36,9.99,12.56
134.8,55,73.71,-1.6,90,type2,15.42,east_right_0,0,-4.2,-1,-1,-1
134.8,57,-1.6,-5.99,180,type3,8.28,:intersection_1_0,0,0.25,43,8.34,20.2
134.8,58,-2.62,3.63,192.04,type2,14.92,:intersection_0_0,0,3.68,45,12.41,76.81
134.8,61,-1.6,29.13,180,type1,10.85,north_down_0,0,2.41,58,14.92,20.71
134.8,64,-1.6,-56.47,180,type4,9.41,south_down_0,0,3.24,54,9.53,11.93
134.8,68,-1.6,45.58,180,type2,9.35,north_down_0,0,2.91,61,10.85,11.45
134.8,70,-1.6,68.01,180,type3,6.74,north_down_0,0,0.68,68,9.35,17.43
134.9,36,-1.6,-91.95,180,type5,9.97,south_down_0,0,-0.13,-1,-1,-1
134.9,43,-1.6,-32.04,180,type5,8.45,south_down_0,0,1.09,64,9.33,20.37
134.9,45,-84.97,1.6,270,type4,12.16,west_left_0,0,-2.51,-1,-1,-1
134.9,54,-1.6,-74.39,180,type4,9.89,south_down_0,0,3.61,36,9.97,12.57
134.9,55,75.22,-1.6,90,type2,15.17,east_right_0,0,-2.51,-1,-1,-1
134.9,57,-1.6,-6.83,180,type3,8.33,:intersection_1_0,0,0.51,43,8.45,20.21
134.9,58,-3.66,2.61,205.04,type2,15.01,:intersection_0_0,0,0.93,45,12.16,76.52
134.9,61,-1.6,28.07,180,type1,10.66,north_down_0,0,-1.87,55,15.17,98.08
134.9,64,-1.6,-57.4,180,type4,9.33,south_down_0,0,-0.81,54,9.89,11.98
134.9,68,-1.6,44.61,180,type2,9.77,north_down_0,0,4.17,61,10.66,11.54
134.9,70,-1.6,67.33,180,type3,6.84,north_down_0,0,1,68,9.77,17.72
135,36,-1.6,-92.95,180,type5,9.95,south_down_0,0,-0.26,-1,-1,-1
135,43,-1.6,-32.89,180,type5,8.57,south_down_0,0,1.17,64,9.21,20.43
135,45,-86.21,1.6,270,type4,12.36,west_left_0,0,2.01,-1,-1,-1
135,54,-1.6,-75.37,180,type4,9.86,south_down_0,0,-0.34,36,9.95,12.58
135,55,76.78,-1.6,90,type2,15.56,east_right_0,0,3.94,-1,-1,-1
135,57,-1.6,-7.67,180,type3,8.44,south_down_0,0,1.19,43,8.57,20.22
135,58,-4.96,1.92,221.31,type2,14.83,:intersection_0_0,0,-1.89,45,12.36,76.28
135,61,-1.6,26.93,180,type1,11.35,north_down_0,0,6.9,55,15.56,98.5
135,64,-1.6,-58.32,180,type4,9.21,south_down_0,0,-1.2,54,9.86,12.05
135,68,-1.6,43.66,180,type2,9.48,north_down_0,0,-2.93,61,11.35,11.73
135,70,-1.6,66.63,180,type3,6.92,north_down_0,0,0.78,68,9.48,17.98
135.1,36,-1.6,-93.94,180,type5,9.95,south_down_0,0,0.05,-1,-1,-1
135.1,43,-1.6,-33.77,180,type5,8.74,south_down_0,0,1.67,64,9.31,20.49
135.1,45,-87.41,1.6,270,type4,12.03,west_left_0,0,-3.34,-1,-1,-1
135.1,54,-1.6,-76.36,180,type4,9.85,south_down_0,0,-0.06,36,9.95,12.59
135.1,55,78.36,-1.6,90,type2,15.84,east_right_0,0,2.78,-1,-1,-1
135.1,57,-1.6,-8.52,180,type3,8.5,south_down_0,0,0.58,43,8.74,20.25
135.1,58,-6.4,1.71,239.54,type2,14.62,:intersection_0_0,0,-2.01,45,12.03,76.02
135.1,61,-1.6,25.78,180,type1,11.47,north_down_0,0,1.21,55,15.84,98.94
135.1,64,-1.6,-59.26,180,type4,9.31,south_down_0,0,0.94,54,9.85,12.1
135.1,68,-1.6,42.66,180,type2,9.99,north_down_0,0,5.1,61,11.47,11.88
135.1,70,-1.6,65.93,180,type3,7.02,north_down_0,0,1.02,68,9.99,18.27
135.2,36,-1.6,-94.94,180,type5,9.96,south_down_0,0,0.06,-1,-1,-1
135.2,43,-1.6,-34.66,180,type5,8.91,south_down_0,0,1.77,64,9.28,20.53
135.2,45,-88.64,1.6,270,type4,12.25,west_left_0,0,2.23,-1,-1,-1
135.2,54,-1.6,-77.33,180,type4,9.68,south_down_0,0,-1.72,36,9.96,12.61
135.2,55,79.95,-1.6,90,type2,15.85,east_right_0,0,0.12,-1,-1,-1
135.2,57,-1.6,-9.37,180,type3,8.51,south_down_0,0,0.1,43,8.91,20.29
135.2,58,-7.83,1.6,254.26,type2,14.34,west_left_0,0,-2.87,45,12.25,75.81
135.2,61,-1.6,24.67,180,type1,11.12,north_down_0,0,-3.5,55,15.85,99.41
135.2,64,-1.6,-60.18,180,type4,9.28,south_down_0,0,-0.28,54,9.68,12.14
135.2,68,-1.6,41.63,180,type2,10.26,north_down_0,0,2.72,61,11.12,11.96
135.2,70,-1.6,65.22,180,type3,7.13,north_down_0,0,1.05,68,10.26,18.59
135.3,36,-1.6,-95.94,180,type5,9.97,south_down_0,0,0.11,-1,-1,-1
135.3,43,-1.6,-35.54,180,type5,8.86,south_down_0,0,-0.52,64,9.32,20.57
135.3,45,-89.88,1.6,270,type4,12.4,west_left_0,0,1.5,-1,-1,-1
135.3,54,-1.6,-78.33,180,type4,10.07,south_down_0,0,3.88,36,9.97,12.6
135.3,55,81.53,-1.6,90,type2,15.85,east_right_0,0,-0.04,-1,-1,-1
135.3,57,-1.6,-10.24,180,type3,8.65,south_down_0,0,1.4,43,8.86,20.31
135.3,58,-9.32,1.6,263.51,type2,14.89,west_left_0,0,5.49,45,12.4,75.56
135.3,61,-1.6,23.59,180,type1,10.77,north_down_0,0,-3.5,55,15.85,99.92
135.3,64,-1.6,-61.12,180,type4,9.32,south_down_0,0,0.43,54,10.07,12.22
135.3,68,-1.6,40.63,180,type2,10.02,north_down_0,0,-2.44,61,10.77,12.04
135.3,70,-1.6,64.51,180,type3,7.1,north_down_0,0,-0.27,68,10.02,18.88
135.4,36,-1.6,-96.94,180,type5,9.99,south_down_0,0,0.23,-1,-1,-1
135.4,43,-1.6,-36.44,180,type5,8.93,south_down_0,0,0.66,64,9.39,20.62
135.4,45,-91.08,1.6,270,type4,12.06,west_left_0,0,-3.46,-1,-1,-1
135.4,54,-1.6,-79.3,180,type4,9.63,south_down_0,0,-4.35,36,9.99,12.64
135.4,55,83.1,-1.6,90,type2,15.64,east_right_0,0,-2.11,-1,-1,-1
135.4,57,-1.6,-11.09,180,type3,8.53,south_down_0,0,-1.28,43,8.93,20.35
135.4,58,-10.8,1.6,267.72,type2,14.8,west_left_0,0,-0.85,45,12.06,75.29
135.4,61,-1.6,22.55,180,type1,10.42,north_down_0,0,-3.5,55,15.64,100.44
135.4,64,-1.6,-62.05,180,type4,9.39,south_down_0,0,0.67,54,9.63,12.24
135.4,68,-1.6,39.64,180,type2,9.88,north_down_0,0,-1.37,61,10.42,12.09
135.4,70,-1.6,63.8,180,type3,7.1,north_down_0,0,-0.01,68,9.88,19.16
135.5,36,-1.6,-97.93,180,type5,9.94,south_down_0,0,-0.54,-1,-1,-1
135.5,43,-1.6,-37.32,180,type5,8.87,south_down_0,0,-0.56,64,9.47,20.68
135.5,45,-92.28,1.6,270,type4,11.93,west_left_0,0,-1.3,-1,-1,-1
135.5,54,-1.6,-80.29,180,type4,9.92,south_down_0,0,2.85,36,9.94,12.64
135.5,55,84.65,-1.6,90,type2,15.56,east_right_0,0,-0.77,-1,-1,-1
135.5,57,-1.6,-11.96,180,type3,8.68,south_down_0,0,1.57,43,8.87,20.37
135.5,58,-12.25,1.6,270,type2,14.47,west_left_0,0,-3.3,45,11.93,75.03
135.5,61,-1.6,21.54,180,type1,10.07,north_down_0,0,-3.5,55,15.56,100.99
135.5,64,-1.6,-63,180,type4,9.47,south_down_0,0,0.78,54,9.92,12.29
135.5,68,-1.6,38.67,180,type2,9.73,north_down_0,0,-1.47,61,10.07,12.13
