Time,VehicleId,Pos_x,Pos_y,Angle,Type,Speed,Lane,Slope,Acceleration,LeaderID,LeaderSpeed,LeaderGap,speed_squared,speed_normalized,combined_risk_score
0.027406417112299464,4,-1.6,83.61,180.0,type2,11.09,north_down_0,0,0.94,-1,-1.0,-1.0,122.9881,0.0853076923076923,0.0
0.027406417112299464,5,-1.6,94.28,180.0,type4,2.9,north_down_0,0,7.56,4,11.09,5.67,8.41,0.022307692307692306,0.0
0.027406417112299464,10101,-80.22,-1.6,90.0,obstacle,9.02,west_right_0,0,2.57,-1,-1.0,-1.0,81.3604,0.06938461538461538,0.0
0.02807486631016043,0,-90.01,-1.6,90.0,type1,6.37,west_right_0,0,0.68,10101,9.22,5.71,40.5769,0.049,0.0
0.02807486631016043,2,63.29,1.6,270.0,type3,14.66,east_left_0,0,-2.0,-1,-1.0,-1.0,214.9156,0.11276923076923077,0.0
0.02807486631016043,3,74.89,1.6,270.0,type3,13.27,east_left_0,0,5.26,2,14.66,6.6,176.0929,0.10207692307692308,0.0
0.02807486631016043,4,-1.6,82.49,180.0,type2,11.23,north_down_0,0,1.46,-1,-1.0,-1.0,126.11290000000001,0.08638461538461539,0.0
0.02807486631016043,5,-1.6,93.89,180.0,type4,3.84,north_down_0,0,9.33,4,11.23,6.4,14.7456,0.029538461538461538,0.0
0.02807486631016043,10101,-79.3,-1.6,90.0,obstacle,9.22,west_right_0,0,1.97,-1,-1.0,-1.0,85.00840000000001,0.07092307692307692,0.0
0.02874331550802139,0,-89.35,-1.6,90.0,type1,6.64,west_right_0,0,2.75,10101,9.37,5.99,44.0896,0.051076923076923075,0.0
0.02874331550802139,2,61.84,1.6,270.0,type3,14.46,east_left_0,0,-2.0,-1,-1.0,-1.0,209.09160000000003,0.11123076923076924,0.0
0.02874331550802139,3,73.58,1.6,270.0,type3,13.07,east_left_0,0,-2.0,2,14.46,6.74,170.8249,0.10053846153846153,0.0
0.02874331550802139,4,-1.6,81.38,180.0,type2,11.07,north_down_0,0,-1.65,-1,-1.0,-1.0,122.54490000000001,0.08515384615384615,0.0
0.02874331550802139,5,-1.6,93.43,180.0,type4,4.63,north_down_0,0,7.94,4,11.07,7.05,21.436899999999998,0.03561538461538461,0.0
0.02874331550802139,10101,-78.36,-1.6,90.0,obstacle,9.37,west_right_0,0,1.51,-1,-1.0,-1.0,87.79689999999998,0.07207692307692307,0.0
0.029411764705882356,0,-88.66,-1.6,90.0,type1,6.9,west_right_0,0,2.63,10101,9.65,6.26,47.61000000000001,0.05307692307692308,0.0
0.029411764705882356,2,60.41,1.6,270.0,type3,14.26,east_left_0,0,-2.0,-1,-1.0,-1.0,203.3476,0.10969230769230769,0.0
0.029411764705882356,3,72.29,1.6,270.0,type3,12.87,east_left_0,0,-2.0,2,14.26,6.88,165.63689999999997,0.09899999999999999,0.0
0.029411764705882356,4,-1.6,80.26,180.0,type2,11.25,north_down_0,0,1.84,-1,-1.0,-1.0,126.5625,0.08653846153846154,0.0
0.029411764705882356,5,-1.6,92.93,180.0,type4,5.02,north_down_0,0,3.88,4,11.25,7.67,25.200399999999995,0.038615384615384614,0.0
0.029411764705882356,10101,-77.39,-1.6,90.0,obstacle,9.65,west_right_0,0,2.83,-1,-1.0,-1.0,93.1225,0.07423076923076924,0.0
0.030080213903743318,0,-87.94,-1.6,90.0,type1,7.18,west_right_0,0,2.73,10101,9.94,6.54,51.5524,0.05523076923076923,0.0
0.030080213903743318,2,59.01,1.6,270.0,type3,14.06,east_left_0,0,-2.0,-1,-1.0,-1.0,197.6836,0.10815384615384616,0.0
0.030080213903743318,3,71.01,1.6,270.0,type3,12.83,east_left_0,0,-0.38,2,14.06,7.0,164.6089,0.09869230769230769,0.0
0.030080213903743318,4,-1.6,79.12,180.0,type2,11.31,north_down_0,0,0.56,-1,-1.0,-1.0,127.91610000000001,0.08700000000000001,0.0
0.030080213903743318,5,-1.6,92.35,180.0,type4,5.78,north_down_0,0,7.61,4,11.31,8.22,33.4084,0.04446153846153846,0.0
0.030080213903743318,10101,-76.4,-1.6,90.0,obstacle,9.94,west_right_0,0,2.89,-1,-1.0,-1.0,98.80359999999999,0.07646153846153846,0.0
0.030748663101604276,0,-87.17,-1.6,90.0,type1,7.64,west_right_0,0,4.66,10101,9.85,6.76,58.3696,0.05876923076923077,0.0
0.030748663101604276,1,-94.9,-1.6,90.0,type5,0.0,west_right_0,0,0.0,0,7.64,2.73,0.0,0.0,0.0
0.030748663101604276,2,57.62,1.6,270.0,type3,13.86,east_left_0,0,-2.0,-1,-1.0,-1.0,192.09959999999998,0.10661538461538461,0.0
0.030748663101604276,3,69.75,1.6,270.0,type3,12.65,east_left_0,0,-1.82,2,13.86,7.12,160.0225,0.09730769230769232,0.0
0.030748663101604276,4,-1.6,78.02,180.0,type2,11.04,north_down_0,0,-2.67,-1,-1.0,-1.0,121.88159999999998,0.08492307692307692,0.0
0.030748663101604276,5,-1.6,91.73,180.0,type4,6.23,north_down_0,0,4.51,4,11.04,8.71,38.812900000000006,0.04792307692307693,0.0
0.030748663101604276,10101,-75.42,-1.6,90.0,obstacle,9.85,west_right_0,0,-0.86,-1,-1.0,-1.0,97.0225,0.07576923076923077,0.0
0.03141711229946524,0,-86.41,-1.6,90.0,type1,7.65,west_right_0,0,0.09,10101,9.87,6.98,58.52250000000001,0.05884615384615385,0.0
0.03141711229946524,1,-94.88,-1.6,90.0,type5,0.2,west_right_0,0,1.97,0,7.65,3.47,0.04000000000000001,0.0015384615384615385,0.0
0.03141711229946524,2,56.23,1.6,270.0,type3,13.9,east_left_0,0,0.43,-1,-1.0,-1.0,193.21,0.10692307692307693,0.0
0.03141711229946524,3,68.5,1.6,270.0,type3,12.45,east_left_0,0,-2.0,2,13.9,7.27,155.00249999999997,0.09576923076923076,0.0
0.03141711229946524,4,-1.6,76.89,180.0,type2,11.34,north_down_0,0,2.94,-1,-1.0,-1.0,128.5956,0.08723076923076922,0.0
0.03141711229946524,5,-1.6,91.06,180.0,type4,6.63,north_down_0,0,3.97,4,11.34,9.18,43.9569,0.051,0.0
0.03141711229946524,10101,-74.43,-1.6,90.0,obstacle,9.87,west_right_0,0,0.13,-1,-1.0,-1.0,97.41689999999998,0.07592307692307691,0.0
0.03208556149732621,0,-85.66,-1.6,90.0,type1,7.47,west_right_0,0,-1.83,10101,9.98,7.23,55.8009,0.05746153846153846,0.0
0.03208556149732621,1,-94.84,-1.6,90.0,type5,0.39,west_right_0,0,1.92,0,7.47,4.18,0.1521,0.003,0.0
0.03208556149732621,2,54.86,1.6,270.0,type3,13.7,east_left_0,0,-2.0,-1,-1.0,-1.0,187.68999999999997,0.10538461538461538,0.0
0.03208556149732621,3,67.28,1.6,270.0,type3,12.25,east_left_0,0,-2.0,2,13.7,7.42,150.0625,0.09423076923076923,0.0
0.03208556149732621,4,-1.6,75.77,180.0,type2,11.16,north_down_0,0,-1.79,-1,-1.0,-1.0,124.54560000000001,0.08584615384615385,0.0
0.03208556149732621,5,-1.6,90.36,180.0,type4,7.04,north_down_0,0,4.15,4,11.16,9.59,49.5616,0.05415384615384616,0.0
0.03208556149732621,10101,-73.43,-1.6,90.0,obstacle,9.98,west_right_0,0,1.14,-1,-1.0,-1.0,99.60040000000001,0.07676923076923077,0.0
0.03275401069518717,0,-84.89,-1.6,90.0,type1,7.72,west_right_0,0,2.57,10101,9.9,7.45,59.5984,0.05938461538461538,0.0
0.03275401069518717,1,-94.78,-1.6,90.0,type5,0.59,west_right_0,0,1.98,0,7.72,4.89,0.34809999999999997,0.004538461538461538,0.0
0.03275401069518717,2,53.5,1.6,270.0,type3,13.6,east_left_0,0,-1.03,-1,-1.0,-1.0,184.95999999999998,0.10461538461538461,0.0
0.03275401069518717,3,66.07,1.6,270.0,type3,12.07,east_left_0,0,-1.72,2,13.6,7.57,145.6849,0.09284615384615384,0.0
0.03275401069518717,4,-1.6,74.64,180.0,type2,11.35,north_down_0,0,1.9,-1,-1.0,-1.0,128.8225,0.08730769230769231,0.0
0.03275401069518717,5,-1.6,89.64,180.0,type4,7.21,north_down_0,0,1.67,4,11.35,10.0,51.9841,0.05546153846153846,0.0
0.03275401069518717,10101,-72.44,-1.6,90.0,obstacle,9.9,west_right_0,0,-0.85,-1,-1.0,-1.0,98.01,0.07615384615384616,0.0
0.03342245989304813,0,-84.09,-1.6,90.0,type1,7.95,west_right_0,0,2.24,10101,9.66,7.62,63.2025,0.061153846153846156,0.0
0.03342245989304813,1,-94.71,-1.6,90.0,type5,0.76,west_right_0,0,1.78,0,7.95,5.61,0.5776,0.005846153846153846,0.0
0.03342245989304813,2,52.16,1.6,270.0,type3,13.4,east_left_0,0,-2.0,-1,-1.0,-1.0,179.56,0.10307692307692308,0.0
0.03342245989304813,3,64.82,1.6,270.0,type3,12.45,east_left_0,0,3.8,2,13.4,7.66,155.00249999999997,0.09576923076923076,0.0
0.03342245989304813,4,-1.6,73.49,180.0,type2,11.46,north_down_0,0,1.11,-1,-1.0,-1.0,131.3316,0.08815384615384617,0.0
0.03342245989304813,5,-1.6,88.85,180.0,type4,7.9,north_down_0,0,6.89,4,11.46,10.36,62.410000000000004,0.06076923076923077,0.0
0.03342245989304813,10101,-71.48,-1.6,90.0,obstacle,9.66,west_right_0,0,-2.4,-1,-1.0,-1.0,93.3156,0.07430769230769231,0.0
0.03409090909090909,0,-83.33,-1.6,90.0,type1,7.68,west_right_0,0,-2.71,10101,9.31,7.78,58.9824,0.059076923076923075,0.0
0.03409090909090909,1,-94.61,-1.6,90.0,type5,0.92,west_right_0,0,1.58,0,7.68,6.29,0.8464,0.007076923076923077,0.0
0.03409090909090909,2,50.84,1.6,270.0,type3,13.2,east_left_0,0,-2.0,-1,-1.0,-1.0,174.23999999999998,0.10153846153846154,0.0
0.03409090909090909,3,63.6,1.6,270.0,type3,12.25,east_left_0,0,-2.0,2,13.2,7.76,150.0625,0.09423076923076923,0.0
0.03409090909090909,4,-1.6,72.34,180.0,type2,11.48,north_down_0,0,0.25,-1,-1.0,-1.0,131.7904,0.08830769230769231,0.0
0.03409090909090909,5,-1.6,88.05,180.0,type4,8.03,north_down_0,0,1.26,4,11.48,10.7,64.48089999999999,0.061769230769230764,0.0
0.03409090909090909,10101,-70.54,-1.6,90.0,obstacle,9.31,west_right_0,0,-3.44,-1,-1.0,-1.0,86.6761,0.07161538461538462,0.0
0.034759358288770054,0,-82.57,-1.6,90.0,type1,7.55,west_right_0,0,-1.26,10101,8.91,7.92,57.0025,0.058076923076923075,0.0
